North America,Mexico,0,0,0,0,0,1,3,0,0,0,2,0,6,0,0,0,0,1,0,0,0,0,13
Europe,Moldova,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
Europe,Montenegro,2,1,34,0,5,1,3,0,1,0,3,0,2,0,0,0,1,1,2,5,0,0,61
Africa,Morocco,2,0,0,1,2,2,0,0,0,2,18,3,11,1,0,1,4,15,0,0,0,0,62
Africa,Mozambique,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6
Europe,Netherlands,6,0,0,5,0,15,4,0,0,5,494,3,3,4,0,10,0,1,0,2,0,0,552
Australia,New Zealand,1,0,0,0,0,6,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,11
Africa,Nigeria,7,1,4,10,3,10,10,0,4,4,12,5,6,0,2,7,0,2,4,2,0,1,94
,None,6,4,23,2,179,12,36,2,2,4,20,452,11,29,2,59,0,12,1,4,2,0,862
Europe,Northern Ireland,1,0,0,0,0,66,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,215
Europe,Norway,0,0,0,10,0,12,0,0,0,5,7,1,1,0,0,11,0,2,1,0,0,0,50
South America,Paraguay,1,0,0,0,0,1,5,1,0,0,1,0,6,0,0,0,0,0,0,2,0,0,17
South America,Peru,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,8
Asia,Philippines,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6
Europe,Poland,2,2,0,0,8,10,3,0,0,5,9,4,8,0,0,19,1,3,0,0,0,94,168
Europe,Portugal,12,0,1,1,1,14,492,0,0,4,1,4,12,4,0,2,17,4,0,9,0,0,578
Europe,Romania,1,0,0,1,1,4,0,1,0,1,2,1,4,1,0,1,0,2,0,2,0,0,22
Europe,Russia,1,0,0,0,438,1,2,2,0,0,0,0,2,0,0,1,0,0,0,0,1,1,449
Africa,Sao Tome and Principe,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Europe,Scotland,1,0,0,0,0,94,1,0,0,573,1,0,0,0,0,0,0,0,0,0,0,0,670
Africa,Senegal,8,1,2,2,3,3,8,0,0,1,11,3,8,0,1,2,0,28,0,4,2,0,87
Europe,Serbia,7,7,712,0,15,4,8,2,2,0,16,3,12,0,4,8,1,7,0,10,0,1,819
Africa,Sierra Leone,2,0,0,0,0,3,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,11
Europe,Slovakia,0,100,0,2,5,5,0,0,0,2,28,2,3,2,0,9,0,1,0,0,1,0,160
Europe,Slovenia,1,0,2,0,1,3,1,0,1,1,5,0,9,0,205,6,0,1,0,2,0,0,238
Africa,South Africa,0,0,0,1,0,5,2,0,1,2,6,0,0,0,0,1,0,0,0,0,0,0,18
Europe,Spain,30,2,0,1,7,28,22,0,2,5,12,2,524,1,0,13,1,1,0,1,0,0,652
South America,Suriname,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,9
Europe,Sweden,1,0,0,13,3,10,1,0,1,1,25,5,5,0,0,7,0,2,0,5,0,0,79
Europe,Switzerland,1,0,0,0,0,3,1,0,0,0,3,2,15,0,0,10,1,1,0,348,0,0,385
Africa,The Gambia,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7
Africa,Togo,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0,9
North America,Trinidad and Tobago,0,0,0,0,0,7,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,11
Africa,Tunisia,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,5,1,6,0,2,0,0,19
Europe,Turkey,1,0,0,0,1,0,1,1,0,1,4,53,1,0,0,14,1,1,0,3,0,0,82
Europe,Ukraine,0,2,0,0,30,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,38
North America,United States,0,0,0,3,1,13,0,1,0,2,2,0,1,1,0,12,0,2,0,0,1,0,39
South America,Uruguay,0,1,0,0,3,4,7,0,0,0,0,0,17,0,0,0,0,3,0,1,0,0,36
Asia,Uzbekistan,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
South America,Venezuela,1,0,0,0,1,0,2,0,0,0,3,0,6,0,0,1,0,0,0,6,0,1,21
Europe,Wales,0,0,0,0,0,189,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,196
Africa,Zambia,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5
Africa,Zimbabwe,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6
,,677,566,1112,445,907,2514,950,162,259,943,1299,588,1125,278,251,1350,261,739,122,552,110,101,
